name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,LastExonStart,LastExonEnd,Group
WDR4,chr21,-,44263203,44299641,44270158,44299605,12,44263203,44263391,3
NDUFV3,chr21,+,44313377,44333414,44313443,44329131,3,44328973,44333414,2
PKNOX1,chr21,+,44394619,44453691,44424491,44450211,11,44449999,44453691,2
CBS,chr21,-,44473300,44496488,44473989,44492303,17,44473300,44474093,2
U2AF1,chr21,-,44513065,44527697,44513211,44527604,8,44513065,44513359,2
AP001631.10,chr21,-,44579175,44582387,44579354,44581362,3,44579175,44579877,2
CRYAA,chr21,+,44589117,44592915,44589209,44592390,3,44592180,44592915,2
SIK1,chr21,-,44834394,44847008,44836621,44846058,14,44834394,44836997,2
HSF2BP,chr21,-,44949071,45079374,44949633,45077977,9,44949071,44949842,2
RRP1B,chr21,+,45079428,45115958,45079545,45113264,16,45113070,45115958,2
PDXK,chr21,+,45138992,45182188,45139175,45175944,11,45175831,45182188,2
CSTB,chr21,-,45192392,45196326,45194082,45196150,3,45192392,45194211,2
RRP1,chr21,+,45209393,45225174,45209510,45223655,13,45223392,45225174,2
AGPAT3,chr21,+,45285066,45406417,45379562,45402273,10,45402184,45406417,2
TRAPPC10,chr21,+,45432199,45526433,45432374,45523412,23,45523173,45526433,2
PWP2,chr21,+,45527170,45551063,45527297,45550653,21,45550478,45551063,2
C21orf33,chr21,+,45553486,45565605,45553579,45564831,7,45564702,45565605,2
AP001055.1,chr21,-,45587817,45593580,45587817,45593580,3,45587817,45588263,2
ICOSLG,chr21,-,45642873,45660828,45648916,45660700,7,45642873,45648927,2
DNMT3L,chr21,-,45666221,45682099,45666279,45681142,12,45666221,45666448,2
AIRE,chr21,+,45705762,45718102,45705889,45717610,14,45717538,45718102,2
PFKL,chr21,+,45719933,45747259,45719988,45746745,22,45746597,45747259,2
C21orf2,chr21,-,45748826,45759285,45750080,45759077,7,45748826,45750209,2
TRPM2,chr21,+,45773138,45862964,45773583,45861700,32,45861574,45862964,2
LRRC3,chr21,+,45875368,45878739,45876527,45877301,2,45876380,45878739,2
LRRC3DN,chr21,+,45879813,45882078,45879822,45880557,1,45879813,45882078,1
TSPEAR,chr21,-,45917774,46131495,45919665,46131429,12,45917774,45919819,2
KRTAP10-1,chr21,-,45958863,45960078,45959184,45960033,1,45958863,45960078,1
KRTAP10-2,chr21,-,45970239,45971388,45970573,45971341,1,45970239,45971388,1
KRTAP10-3,chr21,-,45977672,45978643,45977932,45978598,1,45977672,45978643,1
KRTAP10-4,chr21,+,45993605,45994987,45993635,45994841,1,45993605,45994987,1
KRTAP10-5,chr21,-,45999331,46000481,45999639,46000455,1,45999331,46000481,1
KRTAP10-6,chr21,-,46011148,46012386,46011267,46012365,1,46011148,46012386,1
KRTAP10-7,chr21,+,46020496,46022091,46020521,46021649,1,46020496,46022091,1
KRTAP10-8,chr21,+,46031995,46032871,46032017,46032797,1,46031995,46032871,1
KRTAP10-9,chr21,+,46047039,46048294,46047088,46047967,1,46047039,46048294,1
KRTAP10-10,chr21,+,46057272,46058370,46057334,46058090,1,46057272,46058370,1
KRTAP10-11,chr21,+,46066330,46067564,46066375,46067272,1,46066330,46067564,1
KRTAP12-4,chr21,-,46074129,46074576,46074192,46074531,1,46074129,46074576,1
KRTAP12-3,chr21,+,46077848,46078258,46077896,46078187,1,46077848,46078258,1
KRTAP12-2,chr21,-,46086105,46086844,46086362,46086803,1,46086105,46086844,1
KRTAP12-1,chr21,-,46101490,46102078,46101747,46102038,1,46101490,46102078,1
KRTAP10-12,chr21,+,46117086,46117959,46117116,46117854,1,46117086,46117959,1
UBE2G2,chr21,-,46188954,46221934,46191291,46221663,6,46188954,46191404,2
SUMO3,chr21,-,46225531,46238044,46226865,46237883,4,46225531,46226955,2
PTTG1IP,chr21,-,46269499,46293752,46271495,46293531,6,46269499,46271542,2
ITGB2,chr21,-,46305867,46348753,46306282,46330697,16,46305867,46306345,2
C21orf67,chr21,-,46352728,46359828,46354128,46359582,4,46352728,46354283,2
FAM207A,chr21,+,46359924,46396904,46359972,46396718,6,46396594,46396904,2
AP001579.1,chr21,-,46492795,46492927,46492795,46492927,1,46492795,46492927,1
ADARB1,chr21,+,46494492,46646478,46591571,46642112,12,46641932,46646478,2
PRED57,chr21,-,46511595,46515493,46511595,46515493,3,46511595,46511693,2
PRED58,chr21,-,46520727,46534873,46520727,46534873,4,46520727,46521105,2
POFUT2,chr21,-,46683842,46707813,46685396,46707786,9,46683842,46685550,2
COL18A1,chr21,+,46825051,46933634,46825145,46932312,42,46932101,46933634,2
SLC19A1,chr21,-,46933689,46962385,46935571,46957873,6,46933689,46936054,2
PRED60,chr21,-,47183564,47190005,47183564,47190005,4,47183564,47183690,2
PCBP3,chr21,+,47269874,47362368,47269999,47361620,13,47361583,47362368,2
PRED62,chr21,-,47347678,47352477,47347678,47352477,4,47347678,47347697,2
COL6A1,chr21,+,47401650,47424964,47401764,47423927,35,47423304,47424964,2
COL6A2,chr21,+,47518010,47552763,47531390,47552466,28,47551867,47552763,2
FTCD,chr21,-,47556175,47575481,47556900,47575437,15,47556175,47556408,3
SPATC1L,chr21,-,47581061,47604390,47581292,47588303,4,47581061,47581619,2
LSS,chr21,-,47608054,47648736,47611017,47648659,23,47608054,47608735,3
AP001468.1,chr21,-,47612390,47613673,47612390,47613673,3,47612390,47612516,2
MCM3AP,chr21,-,47655047,47705236,47655181,47705200,28,47655047,47655340,2
YBEY,chr21,+,47706297,47717665,47706827,47717548,5,47717452,47717665,2
C21orf58,chr21,-,47721043,47743789,47721912,47742652,8,47721043,47722068,2
PCNT,chr21,+,47744035,47865682,47744142,47865240,47,47865196,47865682,2
DIP2A,chr21,+,47878861,47989926,47879044,47987535,38,47987282,47989926,2
S100B,chr21,-,48018874,48025121,48019275,48022328,3,48018874,48019416,2
PRMT2,chr21,+,48055078,48084863,48056863,48084239,12,48084206,48084863,2
POTEH,chr22,-,16256440,16287937,16258185,16287885,11,16256440,16256677,3
OR11H1,chr22,-,16448823,16449805,16448823,16449804,1,16448823,16449805,1
CCT8L2,chr22,-,17071666,17073700,17071766,17073440,1,17071666,17073700,1
XKR3,chr22,-,17264301,17302589,17264508,17288963,4,17264301,17265299,2
GAB4,chr22,-,17442825,17489112,17443622,17489004,10,17442825,17443766,2
IL17RA,chr22,+,17565848,17596583,17565981,17590710,13,17589196,17596583,2
CECR6,chr22,-,17597188,17602257,17600280,17600952,2,17597188,17601033,2
AC006946.15,chr22,+,17602484,17612994,17602818,17611344,4,17612504,17612994,3
CECR5,chr22,-,17618400,17646177,17618910,17646134,8,17618400,17619247,2
CECR1,chr22,-,17660193,17702879,17662372,17690567,10,17660193,17662466,2
CECR2,chr22,+,17956626,18033845,17956626,18032540,18,18032534,18033845,2
SLC25A18,chr22,+,18043138,18073760,18062710,18073002,11,18072860,18073760,2
ATP6V1E1,chr22,-,18074901,18111584,18075439,18111401,9,18074901,18075502,2
BCL2L13,chr22,+,18121576,18213388,18138477,18209572,5,18209442,18213388,2
BID,chr22,-,18216907,18257258,18218345,18222189,5,18216907,18218357,2
MICAL3,chr22,-,18270414,18507325,18273497,18389578,32,18270414,18273682,2
PEX26,chr22,+,18560688,18588162,18561142,18570841,6,18570737,18588162,2
TUBA8,chr22,+,18593558,18614498,18593631,18613903,5,18613609,18614498,2
USP18,chr22,+,18632665,18660164,18640430,18659584,11,18659538,18660164,2
AC008132.1,chr22,+,18721426,18745407,18721539,18739404,9,18744979,18745407,3
DGCR6,chr22,+,18893735,18899601,18893887,18899202,5,18899052,18899601,2
PRODH,chr22,-,18900294,18924066,18900687,18923800,14,18900294,18900875,2
DGCR2,chr22,-,19023794,19109967,19026377,19109719,9,19023794,19026634,2
DGCR14,chr22,-,19117791,19132197,19121708,19132153,10,19117791,19121988,2
TSSK2,chr22,+,19118320,19120134,19118912,19119989,1,19118320,19120134,1
GSC2,chr22,-,19136088,19137796,19136503,19137796,3,19136088,19136608,2
SLC25A1,chr22,-,19163094,19166343,19163642,19166186,9,19163094,19163757,2
CLTCL1,chr22,-,19166985,19279237,19167731,19279164,33,19166985,19167482,3
HIRA,chr22,-,19318220,19419256,19318962,19418999,25,19318220,19319079,2
MRPL40,chr22,+,19419424,19423598,19420077,19423485,4,19423160,19423598,2
C22orf39,chr22,-,19428430,19435755,19429166,19435322,3,19428430,19429217,2
UFD1L,chr22,-,19437432,19466738,19438192,19466608,12,19437432,19438267,2
CDC45,chr22,+,19467413,19508134,19467491,19506431,20,19508003,19508134,3
CLDN5,chr22,-,19510574,19512946,19511121,19512033,2,19510574,19512065,2
SEPT5,chr22,+,19701986,19710842,19702111,19710007,12,19709950,19710842,2
GP1BB,chr22,+,19710467,19712294,19711092,19711987,2,19711376,19712294,2
TBX1,chr22,+,19744225,19771116,19747166,19770545,10,19770836,19771116,3
GNB1L,chr22,-,19770746,19842462,19776231,19808878,8,19770746,19776483,2
C22orf29,chr22,-,19833668,19842363,19838689,19839784,3,19833668,19840009,2
TXNRD2,chr22,-,19863044,19929333,19864627,19929326,18,19863044,19863330,3
COMT,chr22,+,19929129,19957498,19950049,19956259,6,19956058,19957498,2
ARVCF,chr22,-,19957418,20004331,19958750,19978317,20,19957418,19958266,3
TANGO2,chr22,+,20008594,20053449,20024321,20052185,7,20052064,20053449,2
DGCR8,chr22,+,20067754,20099398,20073486,20097631,13,20097547,20099398,2
TRMT2A,chr22,-,20099388,20104818,20100085,20104429,12,20099388,20100317,2
RANBP1,chr22,+,20104946,20114878,20105172,20114575,6,20114477,20114878,2
ZDHHC8,chr22,+,20119329,20135530,20119470,20132923,11,20132751,20135530,2
AC006547.14,chr22,-,20135949,20138399,20136136,20138399,9,20135949,20136323,2
RTN4R,chr22,-,20228937,20256054,20229233,20255615,2,20228937,20230633,2
DGCR6L,chr22,-,20301798,20307603,20302197,20307511,5,20301798,20302347,2
GGTLC3,chr22,-,20366210,20368028,20366367,20367764,6,20366210,20366514,2
RIMBP3,chr22,-,20456002,20461786,20456381,20461301,1,20456002,20461786,1
FAM230A,chr22,+,20692437,20716938,20692621,20710986,8,20708629,20716938,2
USP41,chr22,-,20704867,20745048,20717916,20745048,13,20704867,20705221,3
ZNF74,chr22,+,20748404,20761968,20748918,20761258,5,20759666,20761968,2
SCARF2,chr22,-,20778873,20792112,20779664,20792041,11,20778873,20780569,2
KLHL22,chr22,-,20795805,20850170,20796359,20843498,7,20795805,20796725,2
MED15,chr22,+,20861888,20941919,20861965,20940991,17,20940854,20941919,2
PI4KA,chr22,-,21061978,21213100,21062334,21213013,55,21061978,21062386,2
SERPIND1,chr22,+,21128166,21142008,21133600,21141354,5,21141162,21142008,2
SNAP29,chr22,+,21213270,21245506,21213398,21242124,5,21241966,21245506,2
CRKL,chr22,+,21271713,21308037,21272222,21304133,3,21303998,21308037,2
AIFM3,chr22,+,21319395,21335649,21322232,21335320,21,21335280,21335649,2
LZTR1,chr22,+,21336301,21353327,21336660,21351637,21,21351520,21353327,2
THAP7,chr22,-,21354065,21356485,21354168,21356200,5,21354065,21354721,2
AC002472.1,chr22,-,21358029,21360736,21358029,21360736,2,21358029,21358052,2
P2RX6,chr22,+,21369448,21383119,21369493,21380906,12,21380708,21383119,2
SLC7A4,chr22,-,21383006,21386847,21383343,21386101,5,21383006,21383519,2
POM121L7,chr22,-,21477049,21482046,21480536,21481925,2,21477049,21477222,3
GGT2,chr22,-,21562262,21581926,21562426,21579843,15,21562262,21562573,2
RIMBP3B,chr22,+,21737662,21743446,21738147,21743067,1,21737662,21743446,1
HIC2,chr22,+,21771692,21805752,21797120,21801032,3,21799210,21805752,2
RIMBP3C,chr22,-,21899966,21905750,21900345,21905265,1,21899966,21905750,1
UBE2L3,chr22,+,21903735,21976541,21903738,21975958,4,21975803,21976541,2
YDJC,chr22,-,21982377,21984353,21982706,21984303,5,21982377,21983076,2
CCDC116,chr22,+,21987017,21991616,21987470,21991359,5,21990720,21991616,2
SDF2L1,chr22,+,21996549,21998587,21996625,21998464,3,21998182,21998587,2
PPIL2,chr22,+,22020272,22052201,22020388,22051192,21,22051173,22052201,2
YPEL1,chr22,-,22051832,22090123,22055417,22065033,5,22051832,22055507,2
MAPK1,chr22,-,22108788,22221919,22123492,22221730,9,22108788,22118529,3
PPM1F,chr22,-,22273792,22307209,22277464,22300420,8,22273792,22277844,2
TOP3B,chr22,-,22311396,22337213,22311485,22330081,18,22311396,22311967,2
IGLV4-69,chr22,+,22385331,22385870,22385391,22385870,2,22385560,22385870,2
IGLV8-61,chr22,+,22453109,22453622,22453155,22453622,2,22453315,22453622,2
IGLV4-60,chr22,+,22516591,22517074,22516591,22517074,2,22516764,22517074,2
IGLV6-57,chr22,+,22550112,22550860,22550198,22550770,2,22550369,22550860,2
IGLV11-55,chr22,+,22556056,22556600,22556068,22556600,2,22556232,22556600,2
IGLV10-54,chr22,+,22569183,22569660,22569196,22569660,2,22569354,22569660,2
VPREB1,chr22,+,22599191,22599917,22599214,22599749,2,22599371,22599917,2
IGLV5-52,chr22,+,22673081,22673581,22673086,22673581,2,22673253,22673581,2
IGLV1-51,chr22,+,22676827,22677336,22676863,22677336,2,22677018,22677336,2
IGLV1-50,chr22,+,22681657,22682172,22681708,22682172,2,22681864,22682172,2
IGLV9-49,chr22,+,22697538,22698084,22697575,22698084,2,22697758,22698084,2
IGLV5-48,chr22,+,22707288,22707781,22707288,22707781,2,22707458,22707781,2
IGLV1-47,chr22,+,22712086,22712608,22712142,22712608,2,22712303,22712608,2
IGLV7-46,chr22,+,22723981,22724454,22724015,22724454,2,22724150,22724454,2
IGLV5-45,chr22,+,22730354,22730874,22730382,22730874,2,22730551,22730874,2
IGLV1-44,chr22,+,22735134,22735715,22735248,22735715,2,22735409,22735715,2
IGLV7-43,chr22,+,22749355,22749827,22749389,22749827,2,22749522,22749827,2
IGLV1-40,chr22,+,22764097,22764614,22764148,22764614,2,22764304,22764614,2
IGLV5-37,chr22,+,22781875,22782371,22781880,22782371,2,22782048,22782371,2
IGLV1-36,chr22,+,22786295,22786802,22786335,22786802,2,22786496,22786802,2
ZNF280B,chr22,-,22838773,22863505,22842091,22843723,4,22838773,22843791,2
ZNF280A,chr22,-,22868059,22874613,22868325,22869954,2,22868059,22870025,2
PRAME,chr22,-,22890123,22901696,22890488,22899252,5,22890123,22891065,2
LL22NC03-63E9.3,chr22,+,22901749,22909007,22901774,22906221,3,22906071,22909007,2
IGLV2-33,chr22,+,22930625,22931145,22930683,22931145,2,22930851,22931145,2
IGLV3-32,chr22,+,22936997,22937501,22937036,22937501,2,22937225,22937501,2
GGTLC2,chr22,+,22988815,22990211,22988815,22990211,5,22990064,22990211,2
IGLV3-27,chr22,+,23010757,23011276,23010795,23011276,2,23010983,23011276,2
IGLV3-25,chr22,+,23029189,23029735,23029232,23029735,2,23029444,23029735,2
IGLV2-23,chr22,+,23040273,23040892,23040435,23040892,2,23040598,23040892,2
IGLV3-22,chr22,+,23046749,23047307,23046813,23047307,2,23047008,23047307,2
IGLV3-21,chr22,+,23054173,23055688,23054903,23055688,3,23055383,23055688,2
IGLV3-19,chr22,+,23063107,23063630,23063147,23063630,2,23063339,23063630,2
IGLV2-18,chr22,+,23077094,23077584,23077107,23077584,2,23077269,23077584,2
IGLV3-16,chr22,+,23089869,23090398,23089907,23090398,2,23090107,23090398,2
IGLV2-14,chr22,+,23101188,23101707,23101229,23101707,2,23101392,23101707,2
IGLV3-12,chr22,+,23114316,23115079,23114325,23115079,2,23114774,23115079,2
IGLV2-11,chr22,+,23134979,23135496,23135021,23135496,2,23135184,23135496,2
IGLV3-10,chr22,+,23154243,23154782,23154278,23154782,2,23154477,23154782,2
IGLV3-9,chr22,+,23161506,23162253,23161621,23162253,2,23161953,23162253,2
IGLV2-8,chr22,+,23165152,23165787,23165314,23165787,2,23165475,23165787,2
IGLV4-3,chr22,+,23213685,23214214,23213717,23214212,2,23213889,23214214,2
IGLV3-1,chr22,+,23222885,23223576,23222937,23223576,2,23223276,23223576,2
IGLL5,chr22,+,23229959,23238005,23230233,23237874,3,23237554,23238005,2
IGLJ1,chr22,+,23235871,23235998,23235871,23235998,1,23235871,23235998,1
IGLC1,chr22,+,23237554,23238014,23237554,23237874,1,23237554,23238014,1
IGLJ2,chr22,+,23241660,23241835,23241693,23241835,1,23241660,23241835,1
IGLC2,chr22,+,23243155,23243617,23243155,23243475,1,23243155,23243617,1
IGLJ3,chr22,+,23247029,23247205,23247054,23247205,1,23247029,23247205,1
IGLC3,chr22,+,23248511,23248973,23248511,23248831,1,23248511,23248973,1
IGLJ4,chr22,+,23252743,23252776,23252743,23252776,1,23252743,23252776,1
IGLJ5,chr22,+,23256407,23256479,23256407,23256479,1,23256407,23256479,1
IGLJ6,chr22,+,23260303,23260373,23260303,23260373,1,23260303,23260373,1
IGLJ7,chr22,+,23263561,23263607,23263561,23263607,1,23263561,23263607,1
IGLC7,chr22,+,23264765,23265203,23264765,23265085,1,23264765,23265203,1
RTDR1,chr22,-,23401592,23484280,23401639,23482607,7,23401592,23401896,2
GNAZ,chr22,+,23412539,23467224,23437882,23465618,3,23465273,23467224,2
RAB36,chr22,+,23487512,23506537,23487552,23503751,11,23503686,23506537,2
BCR,chr22,+,23522396,23660224,23523147,23657709,23,23657619,23660224,2
IGLL1,chr22,-,23915311,23922495,23915452,23922377,3,23915311,23915772,2
C22orf43,chr22,-,23950638,23974508,23950950,23974210,12,23950638,23950955,2
RGL4,chr22,+,24033047,24041363,24034217,24041070,11,24041030,24041363,2
ZNF70,chr22,-,24083768,24093279,24085986,24087327,2,24083768,24087406,2
VPREB3,chr22,-,24094929,24096655,24095062,24096550,2,24094929,24095385,2
C22orf15,chr22,+,24105240,24108048,24105493,24107919,6,24107907,24108048,2
CHCHD10,chr22,-,24108020,24110129,24108193,24110061,4,24108020,24108213,2
MMP11,chr22,+,24115005,24126503,24115057,24125731,8,24125597,24126503,2
AP000349.1,chr22,-,24124466,24126145,24124466,24126145,3,24124466,24124610,2
SMARCB1,chr22,+,24129160,24176703,24129356,24176367,9,24176327,24176703,2
DERL3,chr22,-,24176689,24181193,24177013,24181174,7,24176689,24177119,2
SLC2A11,chr22,+,24199058,24227723,24199676,24227036,13,24226835,24227723,2
AP000350.10,chr22,+,24204374,24237410,24204374,24237252,6,24237226,24237410,2
MIF,chr22,+,24236190,24237413,24236661,24237293,3,24237226,24237413,2
AP000350.4,chr22,-,24236612,24241117,24237234,24238100,3,24236612,24237719,2
GSTT2B,chr22,-,24299600,24303373,24299909,24303318,5,24299600,24300119,2
DDTL,chr22,+,24309088,24314721,24309102,24313595,3,24313474,24314721,2
DDT,chr22,-,24313553,24322019,24313739,24316603,4,24313553,24313812,2
GSTT2,chr22,+,24322338,24326106,24322388,24325797,5,24325587,24326106,2
GSTT1,chr22,-,24376132,24384284,24376422,24384231,5,24376132,24376617,2
CABIN1,chr22,+,24407764,24574596,24431965,24574164,37,24574020,24574596,2
SUSD2,chr22,+,24577226,24585078,24577487,24584404,15,24584379,24585078,2
GGT5,chr22,-,24615621,24641110,24615937,24640693,12,24615621,24616084,2
SPECC1L,chr22,+,24666785,24813707,24698199,24810591,16,24810501,24813707,2
SPECC1L-ADORA2A,chr22,+,24666865,24838324,24698199,24739533,20,24836550,24838324,3
ADORA2A,chr22,+,24823529,24838328,24829372,24837457,3,24836550,24838328,2
UPB1,chr22,+,24891027,24922553,24891371,24921762,10,24921678,24922553,2
GUCD1,chr22,-,24936405,24951284,24938973,24950959,6,24936405,24939065,2
SNRPD3,chr22,+,24951470,24968740,24953642,24967945,4,24967883,24968740,2
GGT1,chr22,+,24979717,25024935,25007048,25024806,16,25024659,25024935,2
FAM211B,chr22,-,24981587,24989030,24981853,24989006,4,24981587,24982379,2
PIWIL3,chr22,-,25115000,25170683,25115438,25158466,21,25115000,25115555,2
SGSM1,chr22,+,25202235,25323545,25202292,25320241,25,25320152,25323545,2
TMEM211,chr22,-,25331207,25335314,25331299,25334242,3,25331207,25331562,2
KIAA1671,chr22,+,25423940,25593411,25423966,25586747,11,25588372,25593411,3
CRYBB3,chr22,+,25595816,25603330,25597363,25603179,6,25603013,25603330,2
CRYBB2,chr22,+,25615488,25627836,25617396,25627739,6,25627570,25627836,2
LRP5L,chr22,-,25747387,25777544,25747765,25756059,6,25747387,25747869,2
ADRBK2,chr22,+,25960815,26125261,25961007,26118417,21,26118255,26125261,2
MYO18B,chr22,+,26138119,26427007,26157059,26423644,44,26426408,26427007,3
SEZ6L,chr22,+,26565439,26779555,26565635,26776261,16,26776231,26779555,2
ASPHD2,chr22,+,26825238,26840981,26829581,26839172,4,26839062,26840981,2
HPS4,chr22,-,26847445,26879778,26849198,26877728,14,26847445,26849370,2
SRRD,chr22,+,26879842,26890624,26879856,26887638,7,26887428,26890624,2
TFIP11,chr22,-,26887190,26908471,26887978,26906238,15,26887190,26888334,2
TPST2,chr22,-,26921457,26986127,26924186,26937596,7,26921457,26922233,3
CRYBB1,chr22,-,26995241,27014052,26995453,27012283,6,26995241,26995637,2
CRYBA4,chr22,+,27017927,27026636,27018560,27026451,6,27026303,27026636,2
MN1,chr22,-,28144264,28197486,28146902,28196531,2,28144264,28147084,2
PITPNB,chr22,-,28247656,28315256,28250879,28315179,12,28247656,28249651,3
TTC28,chr22,-,28374003,29075853,28378208,29075711,23,28374003,28379839,2
CHEK2,chr22,-,29083730,29138410,29083884,29115402,16,29083730,29083974,2
HSCB,chr22,+,29138018,29153498,29138083,29153157,6,29153065,29153498,2
CCDC117,chr22,+,29168661,29185283,29168837,29182314,5,29182076,29185283,2
XBP1,chr22,-,29190542,29196585,29191533,29196512,5,29190542,29191720,2
ZNRF3,chr22,+,29279579,29453475,29279754,29449610,9,29449566,29453475,2
C22orf31,chr22,-,29454659,29457832,29454729,29457780,3,29454659,29455170,2
KREMEN1,chr22,+,29469105,29564321,29469118,29563094,10,29563031,29564321,2
EMID1,chr22,+,29601839,29655586,29602027,29654933,15,29654805,29655586,2
RHBDD3,chr22,-,29655840,29663967,29656048,29661615,7,29655840,29656226,2
EWSR1,chr22,+,29664006,29696515,29664325,29696151,17,29696111,29696515,2
GAS2L1,chr22,+,29703012,29708774,29704095,29708486,6,29708131,29708774,2
RASL10A,chr22,-,29708921,29711745,29709289,29711235,3,29708921,29709557,2
AP1B1,chr22,-,29723670,29784572,29724809,29763232,21,29723670,29724884,2
RFPL1,chr22,+,29834571,29838444,29834780,29838111,2,29837530,29838444,2
NEFH,chr22,+,29876218,29887379,29876251,29886692,4,29884837,29887379,2
THOC5,chr22,-,29901867,29949771,29904445,29945136,20,29901867,29904509,2
NIPSNAP1,chr22,-,29950796,29977326,29951923,29977071,10,29950796,29951988,2
NF2,chr22,+,29999546,30094587,29999987,30090791,16,30090740,30094587,2
CABP7,chr22,+,30116072,30127828,30116413,30125558,5,30125430,30127828,2
ZMAT5,chr22,-,30126947,30162969,30127213,30144533,7,30126947,30127343,2
UQCR10,chr22,+,30163357,30166402,30163387,30165708,2,30165666,30166402,2
ASCC2,chr22,-,30184596,30234263,30185001,30228314,20,30184596,30185173,2
MTMR3,chr22,+,30279157,30426855,30367048,30421790,20,30421618,30426855,2
HORMAD2,chr22,+,30476162,30573064,30489941,30572156,11,30572051,30573064,2
LIF,chr22,-,30636435,30642840,30639639,30642684,3,30636435,30640050,2
OSM,chr22,-,30658817,30662829,30659871,30662788,3,30658817,30660453,2
GATSL3,chr22,-,30681105,30685616,30681608,30685486,9,30681105,30681677,2
RP1-130H16.18,chr22,-,30681226,30695465,30684732,30695465,13,30681226,30681677,3
TBC1D10A,chr22,-,30687978,30723035,30688363,30722870,9,30687978,30688840,2
SF3A1,chr22,-,30727976,30752936,30730582,30752781,16,30727976,30730684,2
CCDC157,chr22,+,30752626,30772816,30761989,30772734,12,30772421,30772816,2
RNF215,chr22,-,30774805,30783377,30775588,30783302,9,30774805,30775611,2
SEC14L2,chr22,+,30792845,30821305,30793105,30818396,12,30818265,30821305,2
RP4-539M6.19,chr22,+,30805243,30824977,30805243,30812272,5,30824448,30824977,3
KIAA1658,chr22,-,30814211,30814469,30814211,30814469,1,30814211,30814469,1
MTFP1,chr22,+,30821517,30825045,30821867,30824521,4,30824448,30825045,2
SEC14L3,chr22,-,30855215,30868036,30856007,30867945,12,30855215,30856129,2
SEC14L4,chr22,-,30884899,30901682,30886093,30901598,12,30884899,30886233,2
SEC14L6,chr22,-,30918785,30942669,30920983,30942669,12,30918785,30921096,2
GAL3ST1,chr22,-,30950623,30960876,30950939,30953379,4,30950623,30952080,2
PES1,chr22,-,30972614,31003070,30973032,30980655,17,30972614,30973116,2
TCN2,chr22,+,31003190,31023047,31003318,31022508,9,31022446,31023047,2
SLC35E4,chr22,+,31031638,31043880,31032437,31043018,2,31042584,31043880,2
DUSP18,chr22,-,31058017,31063877,31059423,31059990,2,31058017,31060067,2
OSBP2,chr22,+,31090792,31303811,31090896,31302326,14,31302183,31303811,2
MORC2,chr22,-,31322597,31364187,31322789,31346402,27,31322597,31322858,2
SMTN,chr22,+,31477304,31500610,31479244,31500452,20,31500301,31500610,2
SELM,chr22,-,31500762,31503554,31500955,31503491,5,31500762,31501114,2
INPP5J,chr22,+,31518951,31530682,31519000,31530405,13,31529898,31530682,2
PLA2G3,chr22,-,31530794,31536593,31531708,31536340,7,31530794,31531922,2
RNF185,chr22,+,31556178,31603005,31583080,31600572,7,31600474,31603005,2
LIMK2,chr22,+,31608280,31676066,31608394,31674427,16,31674282,31676066,2
PIK3IP1,chr22,-,31677578,31688514,31679069,31688330,6,31677578,31679274,2
PATZ1,chr22,-,31721789,31742218,31722876,31741588,5,31721789,31723295,2
AC005003.1,chr22,+,31742874,31744670,31743327,31743723,1,31742874,31744670,1
DRG1,chr22,+,31795508,31830438,31795669,31829957,9,31829857,31830438,2
EIF4ENIF1,chr22,-,31835348,31885810,31835865,31884704,17,31835348,31836107,2
SFI1,chr22,+,31892260,32014537,31904270,32014404,32,32014299,32014537,2
PISD,chr22,-,32014500,32026810,32015597,32021801,9,32014500,32015822,2
PRR14L,chr22,-,32077332,32146117,32081512,32134846,9,32077332,32081789,2
DEPDC5,chr22,+,32150068,32303000,32150907,32302483,42,32302190,32303000,2
C22orf24,chr22,-,32329506,32341336,32330103,32334052,3,32329506,32330435,2
YWHAH,chr22,+,32340446,32353590,32340719,32352779,2,32352125,32353590,2
SLC5A1,chr22,+,32439018,32509016,32439268,32506200,15,32505976,32509016,2
C22orf42,chr22,-,32544992,32555275,32545526,32555202,9,32544992,32545600,2
RFPL2,chr22,-,32586421,32600718,32586758,32589174,4,32586421,32587339,2
SLC5A4,chr22,-,32614464,32651328,32614500,32651316,15,32614464,32614712,2
RFPL3,chr22,+,32750871,32757148,32754145,32756819,3,32756238,32757148,2
RFPL3S,chr22,-,32758960,32778039,32758960,32766913,7,32758960,32759045,2
RTCB,chr22,-,32783568,32808242,32783978,32808143,12,32783568,32784086,2
BPIFC,chr22,-,32809833,32853373,32810289,32853373,15,32809833,32810412,2
FBXO7,chr22,+,32870662,32894816,32870989,32894517,9,32894130,32894816,2
SYN3,chr22,-,32908538,33454358,32909678,33402647,14,32908538,32909811,2
TIMP3,chr22,+,33197686,33259030,33197987,33255364,5,33255166,33259030,2
LARGE,chr22,-,33668846,34316409,33670412,34157463,16,33668846,33670610,2
ISX,chr22,+,35462128,35483380,35463080,35481686,4,35481446,35483380,2
HMGXB4,chr22,+,35653490,35691757,35658383,35689644,11,35689599,35691757,2
TOM1,chr22,+,35695267,35743985,35713916,35743202,15,35743047,35743985,2
HMOX1,chr22,+,35776827,35790207,35777166,35789591,5,35789460,35790207,2
MCM5,chr22,+,35796055,35821423,35796431,35820248,17,35820146,35821423,2
