name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,LastExonStart,LastExonEnd,StopCodon
PRSS42,chr3,-,46871893,46875585,46871893,46875585,46871893,46871983,TGA
CCDC12,chr3,-,46963215,47023472,46963546,47018261,46963215,46963629,TGA
SETD2,chr3,-,47058178,47205457,47058582,47205414,47058178,47058744,TGA
SCAP,chr3,-,47455202,47517603,47455343,47484483,47455202,47455589,TGA
ELP6,chr3,-,47537129,47555251,47537558,47555080,47537129,47537687,TGA
CDC25A,chr3,-,48198635,48229846,48200434,48229437,48198635,48200575,TGA
NME6,chr3,-,48334753,48342848,48336126,48342802,48334753,48336293,TGA
SPINK8,chr3,-,48348335,48369831,48348481,48369831,48348335,48348493,TGA
SHISA5,chr3,-,48509268,48542259,48510505,48538709,48509268,48510585,TGA
PFKFB4,chr3,-,48555116,48594323,48557179,48594210,48555116,48557239,TGA
UCN2,chr3,-,48599159,48601206,48600218,48600557,48599159,48600569,TGA
COL7A1,chr3,-,48601505,48632700,48601838,48632592,48601505,48601855,TGA
TMEM89,chr3,-,48658191,48659288,48658274,48659189,48658191,48658460,TGA
SLC26A6,chr3,-,48663157,48672926,48663418,48672826,48663157,48663433,TGA
CELSR3,chr3,-,48673901,48700348,48675637,48700067,48673901,48675665,TGA
IP6K2,chr3,-,48725435,48754683,48725705,48732724,48725435,48726206,TGA
SLC25A20,chr3,-,48894368,48936426,48895142,48936227,48894368,48895205,TGA
ARIH2OS,chr3,-,48955220,48956818,48955709,48956582,48955220,48956818,TGA
IMPDH2,chr3,-,49061757,49066823,49061815,49066783,49061757,49061837,TGA
QRICH1,chr3,-,49067139,49131796,49067884,49114450,49067139,49068077,TGA
QARS,chr3,-,49133369,49142191,49133461,49142166,49133369,49133512,TGA
LAMB2,chr3,-,49158546,49170551,49158658,49170300,49158546,49158795,TGA
CCDC71,chr3,-,49199967,49203754,49200237,49201641,49199967,49201693,TGA
C3orf84,chr3,-,49215064,49229291,49215068,49229204,49215064,49215485,TGA
RHOA,chr3,-,49396577,49449635,49397641,49413022,49396577,49397815,TGA
AMT,chr3,-,49454211,49460186,49454972,49459883,49454211,49455151,TGA
NICN1,chr3,-,49460378,49466759,49462265,49466672,49460378,49462307,TGA
GMPPB,chr3,-,49758908,49761382,49759184,49761159,49758908,49759316,TGA
CDHR4,chr3,-,49828164,49837254,49828264,49837245,49828164,49828320,TGA
UBA7,chr3,-,49842639,49851379,49842740,49851220,49842639,49842870,TGA
TRAIP,chr3,-,49866033,49894000,49866535,49893886,49866033,49866658,TGA
MST1R,chr3,-,49924434,49941070,49924739,49941042,49924434,49924995,TGA
MON1A,chr3,-,49946301,49967578,49946446,49967319,49946301,49946587,TGA
IFRD2,chr3,-,50325162,50330026,50325621,50329705,50325162,50325702,TGA
NAT6,chr3,-,50333832,50336847,50334033,50336645,50333832,50334958,TGA
HYAL1,chr3,-,50337324,50349812,50337913,50340387,50337324,50338231,TGA
TUSC2,chr3,-,50362337,50365674,50363551,50365530,50362337,50363617,TGA
RASSF1,chr3,-,50367218,50378343,50368011,50378236,50367218,50368158,TGA
ZMYND10,chr3,-,50378540,50384283,50378840,50383010,50378540,50378916,TGA
NPRL2,chr3,-,50384918,50388522,50385036,50388083,50384918,50385104,TGA
CACNA2D2,chr3,-,50400232,50540859,50402096,50540854,50400232,50402237,TGA
C3orf18,chr3,-,50595462,50608422,50597087,50603130,50595462,50597168,TGA
CISH,chr3,-,50643952,50649262,50645037,50649081,50643952,50645573,TGA
VPRBP,chr3,-,51435272,51517854,51436199,51517844,51435272,51436258,TGA
IQCF5,chr3,-,51907736,51909600,51907748,51909547,51907736,51908191,TGA
IQCF1,chr3,-,51928891,51937351,51928905,51937288,51928891,51929352,TGA
RRP9,chr3,-,51967445,51975957,51967521,51975883,51967445,51967615,TGA
PCBP4,chr3,-,51991473,52002426,51992076,51995256,51991473,51992365,TGA
ABHD14B,chr3,-,52002545,52008047,52003441,52005686,52002545,52003621,TGA
DUSP7,chr3,-,52082938,52090461,52084830,52090229,52082938,52085138,TGA
POC1A,chr3,-,52109301,52188706,52109902,52188388,52109301,52110001,TGA
WDR82,chr3,-,52288436,52312659,52291505,52312377,52288436,52291535,TGA
BAP1,chr3,-,52435028,52444366,52436303,52443894,52435028,52436437,TGA
NT5DC2,chr3,-,52558402,52569070,52558485,52568669,52558402,52558747,TGA
GLT8D1,chr3,-,52728507,52740048,52728860,52734476,52728507,52729051,TGA
NEK4,chr3,-,52744799,52804965,52745792,52804762,52744799,52745885,TGA
MUSTN1,chr3,-,52867138,52869235,52867339,52868964,52867138,52867446,TGA
TMEM110-MUSTN1,chr3,-,52867165,52931578,52867339,52931466,52867165,52867446,TGA
TMEM110,chr3,-,52870771,52931612,52874509,52931466,52870771,52874626,TGA
SFMBT1,chr3,-,52937587,53080084,52939151,53003144,52937587,52939292,TGA
RFT1,chr3,-,53122498,53164478,53125918,53164416,53122498,53126086,TGA
DCP1A,chr3,-,53317446,53381654,53321597,53381544,53317446,53321678,TGA
ACTR8,chr3,-,53901092,53916229,53902745,53916128,53901092,53902889,TGA
SELK,chr3,-,53919226,53925989,53919857,53925815,53919226,53919588,TGA
LRTM1,chr3,-,54952263,54962101,54952485,54961938,54952263,54952919,TGA
ARHGEF3,chr3,-,56761445,57113336,56763297,57069177,56761445,56763650,TGA
DENND6A,chr3,-,57611183,57678816,57613940,57678745,57611183,57614072,TGA
ACOX2,chr3,-,58490862,58523046,58490950,58520833,58490862,58491013,TGA
FHIT,chr3,-,59735035,61237124,59737951,60522695,59735035,59735305,TGA
NPCDR1,chr3,-,59957214,59957583,59957214,59957583,59957214,59957520,TGA
FEZF2,chr3,-,62355358,62359190,62355757,62358543,62355358,62356017,TGA
MAGI1,chr3,-,65339199,66023983,65342750,66023983,65339199,65342807,TGA
FRMD4B,chr3,-,69219140,69435224,69221011,69435140,69219140,69221132,TGA
FOXP1,chr3,-,71003843,71633140,71008397,71247532,71003843,71008542,TGA
RYBP,chr3,-,72420975,72496069,72427535,72496069,72420975,72427788,TGA
SHQ1,chr3,-,72798429,72897631,72799434,72897491,72798429,72799987,TGA
CNTN3,chr3,-,74311718,74570291,74313551,74570263,74311718,74313652,TGA
ZNF717,chr3,-,75786028,75834255,75786028,75832513,75786028,75788496,TGA
ROBO1,chr3,-,78646390,79816965,78648062,79639061,78646390,78648077,TGA
GBE1,chr3,-,81538849,81811312,81539557,81810668,81538849,81539614,TGA
VGLL3,chr3,-,86987118,87040257,86996173,87039893,86987118,86996217,TGA
CGGBP1,chr3,-,88101093,88108198,88104622,88105126,88101093,88105149,TGA
GABRR3,chr3,-,97705516,97753833,97705526,97753831,97705516,97705826,TGA
CLDND1,chr3,-,98234317,98241910,98235502,98241699,98234317,98235723,TGA
CPOX,chr3,-,98298285,98312567,98299526,98312348,98298285,98299614,TGA
DCBLD2,chr3,-,98514784,98620533,98518215,98620170,98514784,98518685,TGA
FILIP1L,chr3,-,99551987,99833357,99552078,99649864,99551987,99552105,TGA
ZBTB11,chr3,-,101367732,101396339,101370009,101395758,101367732,101370527,TGA
CD47,chr3,-,107762145,107809872,107766130,107809755,107762145,107766139,TGA
RETNLB,chr3,-,108474483,108476231,108474624,108476032,108474483,108474752,TGA
RP11-553A10.1,chr3,-,110607230,110612059,110607765,110612059,110607230,110607773,TGA
CCDC80,chr3,-,112323406,112360116,112324263,112358752,112323406,112324610,TGA
WDR52,chr3,-,113005776,113160361,113010403,113152511,113005776,113010595,TGA
NAA50,chr3,-,113435306,113465121,113440606,113464796,113435306,113440784,TGA
KIAA1407,chr3,-,113682983,113775460,113684001,113775313,113682983,113684206,TGA
DRD3,chr3,-,113847498,113918254,113847562,113890839,113847498,113847759,TGA
ZNF80,chr3,-,113953486,113956425,113955099,113955921,113953486,113956425,TGA
B4GALT4,chr3,-,118930588,118959950,118931395,118948946,118930588,118931528,TGA
COX17,chr3,-,119388117,119396250,119393995,119396157,119388117,119388512,TGA
GSK3B,chr3,-,119540169,119813264,119545634,119812281,119540169,119545702,TGA
GPR156,chr3,-,119884327,119963142,119885878,119962945,119884327,119887231,TGA
LRRC58,chr3,-,120043355,120068186,120050046,120068090,120043355,120050255,TGA
HGD,chr3,-,120347019,120401418,120347226,120400958,120347019,120347376,TGA
RABL3,chr3,-,120405527,120461384,120408669,120461354,120405527,120408735,TGA
HCLS1,chr3,-,121350245,121379758,121350692,121377194,121350245,121350829,TGA
KPNA1,chr3,-,122140795,122233775,122145831,122215412,122140795,122146019,TGA
HSPBAP1,chr3,-,122458849,122512671,122459191,122512527,122458849,122459722,TGA
SEMA5B,chr3,-,122628040,122746659,122628989,122680110,122628040,122629148,TGA
MYLK,chr3,-,123331144,123603149,123332951,123512688,123331144,123333196,TGA
CCDC14,chr3,-,123633165,123680564,123633625,123680164,123633165,123634565,TGA
ITGB5,chr3,-,124480794,124606144,124482469,124605847,124480794,124482565,TGA
OSBPL11,chr3,-,125247701,125313934,125249358,125313644,125247701,125249424,TGA
ALG1L,chr3,-,125648117,125655882,125648194,125652517,125648117,125648410,TGA
ALDH1L1,chr3,-,125822411,125900029,125822633,125899811,125822411,125822689,TGA
KLF15,chr3,-,126061477,126076285,126062569,126071765,126061477,126062738,TGA
ZXDC,chr3,-,126156443,126194762,126157217,126194708,126156443,126157304,TGA
UROC1,chr3,-,126200123,126236616,126201187,126236562,126200123,126201328,TGA
TXNRD3NB,chr3,-,126290624,126327398,126290874,126291386,126290624,126290888,TGA
TPRA1,chr3,-,127291929,127309612,127292363,127298989,127291929,127292631,TGA
MGLL,chr3,-,127407910,127542051,127411040,127540661,127407910,127411166,TGA
RUVBL1,chr3,-,127799802,127842667,127800092,127842567,127799802,127800252,TGA
C3orf27,chr3,-,128290842,128294929,128292122,128292572,128290842,128293146,TGA
RP11-723O4.6,chr3,-,128628716,128690173,128629141,128664809,128628716,128629176,TGA
RAB43,chr3,-,128806411,128840993,128809938,128840332,128806411,128810189,TGA
ISY1-RAB43,chr3,-,128806417,128879879,128813867,128879818,128806417,128810189,TGA
H1FX,chr3,-,129033614,129035120,129034103,129034745,129033614,129035120,TGA
PLXND1,chr3,-,129274017,129325661,129275154,129325482,129274017,129275271,TGA
TMCC1,chr3,-,129366636,129612419,129370323,129546879,129366636,129370638,TGA
CPNE4,chr3,-,131253583,131753844,131254038,131624287,131253583,131254173,TGA
SLCO2A1,chr3,-,133651539,133748920,133653556,133748646,133651539,133653674,TGA
RYK,chr3,-,133875977,133969494,133876996,133969494,133875977,133877108,TGA
AMOTL2,chr3,-,134074718,134094321,134076546,134094142,134074718,134076605,TGA
ANAPC13,chr3,-,134196549,134204868,134197431,134201746,134196549,134197557,TGA
KY,chr3,-,134322123,134369864,134322420,134369802,134322123,134323316,TGA
STAG1,chr3,-,136055076,136471210,136057095,136349740,136055076,136057119,TGA
DZIP1L,chr3,-,137780831,137834451,137781657,137822813,137780831,137781819,TGA
CEP70,chr3,-,138213185,138313198,138213856,138291769,138213185,138213918,TGA
FOXL2,chr3,-,138663065,138665982,138664433,138665564,138663065,138665982,TGA
PRR23A,chr3,-,138722803,138725110,138724309,138725110,138722803,138725110,TGA
PRR23C,chr3,-,138760943,138763734,138762673,138763462,138760943,138763734,TGA
COPB2,chr3,-,139076247,139108574,139076704,139108392,139076247,139076800,TGA
RBP2,chr3,-,139171725,139195358,139171957,139195301,139171725,139172008,TGA
RBP1,chr3,-,139236275,139258671,139236468,139258560,139236275,139236522,TGA
ATR,chr3,-,142168078,142297668,142168270,142297546,142168078,142168444,TGA
PAQR9,chr3,-,142680075,142682178,142681044,142682178,142680075,142682178,TGA
CP,chr3,-,148890285,148939842,148891500,148939579,148890285,148891517,TGA
TM4SF18,chr3,-,149036284,149051548,149039264,149051169,149036284,149039279,TGA
ANKUB1,chr3,-,149478891,149510610,149479270,149510153,149478891,149479400,TGA
SERP1,chr3,-,150259780,150264428,150262244,150263922,150259780,150262285,TGA
SIAH2,chr3,-,150458913,150481164,150459927,150480636,150458913,150460485,TGA
CLRN1,chr3,-,150644353,150690786,150645722,150690495,150644353,150645988,TGA
P2RY14,chr3,-,150929904,150996255,150931087,150932104,150929904,150932128,TGA
P2RY13,chr3,-,151044099,151047336,151045778,151047316,151044099,151046795,TGA
IGSF10,chr3,-,151151281,151176497,151154476,151176497,151151281,151156385,TGA
DHX36,chr3,-,153990334,154042286,153993959,154042205,153990334,153994145,TGA
PLCH1,chr3,-,155197670,155421997,155198756,155314156,155197670,155200840,TGA
AC104472.1,chr3,-,155459932,155461515,155461004,155461391,155459932,155461515,TGA
C3orf33,chr3,-,155480400,155524055,155481305,155520365,155480400,155481707,TGA
CCNL1,chr3,-,156865341,156878002,156866029,156877883,156865341,156866378,TGA
SHOX2,chr3,-,157814947,157823949,157815815,157823813,157814947,157816109,TGA
TRIM59,chr3,-,160153290,160167617,160155759,160156971,160153290,160156974,TGA
SPTSSB,chr3,-,161062579,161090668,161063880,161064111,161062579,161064143,TGA
SI,chr3,-,164696685,164796283,164697149,164793800,164696685,164697218,TGA
SERPINI2,chr3,-,167159722,167191818,167159896,167189622,167159722,167159973,TGA
PDCD10,chr3,-,167401085,167452614,167402095,167437945,167401085,167402177,TGA
MECOM,chr3,-,168802548,169381258,168802696,169381160,168802548,168802831,TGA
ACTRT3,chr3,-,169484708,169487683,169485219,169487308,169484708,169486138,TGA
LRRC34,chr3,-,169511215,169530574,169511422,169530297,169511215,169511626,TGA
GHSR,chr3,-,172162922,172166246,172162950,172166203,172162922,172163255,TGA
PEX5L,chr3,-,179512745,179754718,179519615,179754387,179512745,179519820,TGA
DNAJC19,chr3,-,180701496,180707561,180702427,180707390,180701496,180702498,TGA
MCF2L2,chr3,-,182895830,183146063,182897167,183145765,182895830,182897291,TGA
KLHL6,chr3,-,183205318,183273477,183209714,183273441,183205318,183210016,TGA
MAP6D1,chr3,-,183533663,183543366,183535143,183543335,183533663,183535224,TGA
ABCC5,chr3,-,183637721,183735803,183639087,183732180,183637721,183639189,TGA
ALG3,chr3,-,183960212,183967336,183960301,183967065,183960212,183960464,TGA
CLCN2,chr3,-,184063972,184079439,184064393,184079267,184063972,184064588,TGA
MAGEF1,chr3,-,184428155,184429836,184428685,184429609,184428155,184429836,TGA
C3orf70,chr3,-,184795837,184870802,184800794,184870611,184795837,184801351,TGA
EHHADH,chr3,-,184908411,184971886,184910013,184971810,184908411,184911275,TGA
TMEM41A,chr3,-,185207388,185216845,185209324,185216749,185207388,185209545,TGA
IGF2BP2,chr3,-,185361526,185542844,185363318,185542748,185361526,185363411,TGA
MASP1,chr3,-,186935941,187009810,186937858,187009420,186935941,186938049,TGA
BCL6,chr3,-,187439164,187463515,187440245,187451481,187439164,187440389,TGA
CLDN1,chr3,-,190023489,190040264,190026065,190039995,190023489,190026228,TGA
TMEM207,chr3,-,190146443,190167665,190147383,190167598,190146443,190147520,TGA
MB21D2,chr3,-,192514603,192635950,192516174,192635629,192514603,192517439,TGA
ATP13A4,chr3,-,193120146,193272911,193120440,193272588,193120146,193120653,TGA
LSG1,chr3,-,194361516,194393206,194362796,194392891,194361516,194362976,TGA
ACAP2,chr3,-,194995464,195163807,195000056,195163576,194995464,195000157,TGA
MUC4,chr3,-,195473635,195539148,195474046,195538688,195473635,195474251,TGA
TNK2,chr3,-,195590234,195635955,195591051,195615459,195590234,195591058,TGA
ZDHHC19,chr3,-,195924319,195938266,195925165,195938186,195924319,195924596,TGA
TCTEX1D2,chr3,-,196018089,196045159,196018197,196045023,196018089,196018245,TGA
TM4SF19,chr3,-,196050419,196065374,196050687,196054461,196050419,196050868,TGA
CEP19,chr3,-,196433147,196439164,196434421,196435540,196433147,196434783,TGA
NCBP2,chr3,-,196662277,196669468,196663881,196669374,196662277,196663953,TGA
PIGZ,chr3,-,196673213,196695704,196674027,196678902,196673213,196675556,TGA
MFI2,chr3,-,196728610,196756687,196730242,196756573,196728610,196730322,TGA
DLG1,chr3,-,196769430,197025447,196771493,197024075,196769430,196771600,TGA
BDH1,chr3,-,197236653,197300194,197238765,197273314,197236653,197239235,TGA
KIAA0226,chr3,-,197398263,197476570,197401888,197444886,197398263,197402067,TGA
IQCG,chr3,-,197615945,197686890,197616450,197672498,197615945,197616585,TGA
ATP5I,chr4,-,666224,668127,666288,668036,666224,666308,TGA
GAK,chr4,-,843065,926086,843460,925975,843065,843562,TGA
SLC26A1,chr4,-,972860,987164,973193,985491,972860,973292,TGA
NKX1-1,chr4,-,1396719,1400119,1396719,1400119,1396719,1397603,TGA
FAM53A,chr4,-,1641607,1685988,1643019,1670468,1641607,1643334,TGA
HAUS3,chr4,-,2230075,2243860,2233653,2242673,2230075,2233887,TGA
ZFYVE28,chr4,-,2271324,2420390,2272451,2420050,2271324,2272583,TGA
TNIP2,chr4,-,2743386,2758103,2743983,2758016,2743386,2744247,TGA
LRPAP1,chr4,-,3508102,3534286,3514700,3534139,3508102,3514763,TGA
AL590235.1,chr4,-,3511522,3511678,3511522,3511678,3511522,3511678,TGA
TMEM128,chr4,-,4237268,4249939,4239562,4249352,4237268,4237983,TGA
LYAR,chr4,-,4269427,4291896,4269615,4285469,4269427,4269750,TGA
CRMP1,chr4,-,5822490,5894785,5823486,5894696,5822490,5823578,TGA
JAKMIP1,chr4,-,6027925,6202282,6027954,6114577,6027925,6028005,TGA
MRFAP1L1,chr4,-,6709427,6711607,6710972,6711356,6709427,6710370,TGA
CCDC96,chr4,-,7042578,7044728,7042997,7044665,7042578,7044728,TGA
PSAPL1,chr4,-,7432021,7436700,7435040,7436606,7432021,7436700,TGA
ABLIM2,chr4,-,7967038,8160538,7968716,8160416,7967038,7968830,TGA
HMX1,chr4,-,8868775,8873543,8869418,8873340,8868775,8870071,TGA
WDR1,chr4,-,10075963,10118573,10077001,10118290,10075963,10077108,TGA
HS3ST1,chr4,-,11394773,11431389,11400705,11401629,11394773,11401737,TGA
RAB28,chr4,-,13369347,13485989,13370181,13485774,13369347,13370274,TGA
NKX3-2,chr4,-,13542453,13546674,13543616,13546038,13542453,13544152,TGA
FBXL5,chr4,-,15606161,15657035,15607345,15656910,15606161,15607422,TGA
FGFBP2,chr4,-,15961865,15964859,15964080,15964752,15961865,15962234,TGA
PROM1,chr4,-,15969850,16086001,15972689,16077529,15969850,15970991,TGA
TAPT1,chr4,-,16162127,16228164,16164930,16228080,16162127,16165160,TGA
DHX15,chr4,-,24529097,24586173,24529546,24586016,24529097,24529664,TGA
CCDC149,chr4,-,24809617,24981770,24810010,24896676,24809617,24810441,TGA
LGI2,chr4,-,25000468,25032501,25005072,25032315,25000468,25005890,TGA
SEPSECS,chr4,-,25121635,25162064,25125552,25161991,25121635,25125847,TGA
SEL1L3,chr4,-,25749054,25864581,25750046,25864458,25749054,25750186,TGA
CCKAR,chr4,-,26483021,26492084,26483259,26491889,26483021,26483792,TGA
RP11-180C1.1,chr4,-,28363900,28404323,28364116,28394926,28363900,28364214,TGA
RFC1,chr4,-,39289075,39367995,39290380,39367861,39289075,39290464,TGA
RBM47,chr4,-,40426354,40631881,40427920,40440910,40426354,40428160,TGA
PHOX2B,chr4,-,41746098,41750987,41747823,41750627,41746098,41748339,TGA
ATP8A1,chr4,-,42410389,42659122,42414932,42658890,42410389,42415030,TGA
GNPDA2,chr4,-,44703884,44728587,44705097,44724224,44703884,44705159,TGA
GABRA2,chr4,-,46251359,46391945,46252324,46390723,46251359,46252621,TGA
TXK,chr4,-,48068409,48136273,48069653,48136187,48068409,48069722,TGA
FRYL,chr4,-,48499379,48782316,48501438,48636427,48499379,48501697,TGA
ERVMER34-1,chr4,-,53608718,53617807,53609995,53611687,53608718,53612110,TGA
SCFD2,chr4,-,53739148,54232242,53740135,54232108,53739148,53740228,TGA
SPINK2,chr4,-,57676026,57687908,57676304,57687828,57676026,57676350,TGA
NOA1,chr4,-,57829535,57844989,57829615,57843751,57829535,57829827,TGA
CENPC,chr4,-,68337520,68411324,68338322,68411073,68337520,68338393,TGA
GNRHR,chr4,-,68605045,68620078,68606197,68620053,68605045,68606442,TGA
TMPRSS11B,chr4,-,69092370,69111438,69093628,69111276,69092370,69093790,TGA
ADAMTS3,chr4,-,73146685,73434516,73148852,73434479,73146685,73149421,TGA
COX18,chr4,-,73921796,73935458,73923830,73935366,73921796,73924004,TGA
ANKRD17,chr4,-,73939092,74124502,73941947,74124385,73939092,73942007,TGA
CXCL5,chr4,-,74861358,74864496,74863353,74864298,74861358,74863372,TGA
CXCL3,chr4,-,74902305,74904406,74902978,74904328,74902305,74902994,TGA
CXCL2,chr4,-,74962751,74965010,74963472,74964837,74962751,74963488,TGA
AC093677.1,chr4,-,75023326,75024085,75023326,75024085,75023326,75024085,TGA
RCHY1,chr4,-,76404246,76439895,76407747,76439496,76404246,76407876,TGA
CDKL2,chr4,-,76503214,76555900,76507042,76551172,76503214,76504388,TGA
G3BP2,chr4,-,76567965,76599153,76570613,76587209,76567965,76570886,TGA
NAAA,chr4,-,76831808,76862166,76832503,76862102,76831808,76832506,TGA
NUP54,chr4,-,77035816,77069668,77036518,77069527,77035816,77036647,TGA
CCDC158,chr4,-,77234154,77328458,77234322,77324360,77234154,77234399,TGA
SOWAHB,chr4,-,77816081,77819002,77816620,77819002,77816081,77819002,TGA
PAQR3,chr4,-,79833031,79860592,79841692,79860378,79833031,79841835,TGA
PRKG2,chr4,-,82010582,82136218,82010861,82126201,82010582,82010957,TGA
SCD5,chr4,-,83550691,83720010,83552479,83719690,83550691,83552670,TGA
HPSE,chr4,-,84213613,84256306,84216496,84255935,84213613,84216656,TGA
HELQ,chr4,-,84328495,84377009,84328605,84376846,84328495,84328713,TGA
FAM175A,chr4,-,84382091,84406334,84383621,84406225,84382091,84384055,TGA
NKX6-1,chr4,-,85413139,85419603,85414441,85419381,85413139,85414702,TGA
WDFY3,chr4,-,85590762,85887544,85594020,85781744,85590762,85594144,TGA
MAPK10,chr4,-,86937631,87374283,86938511,87115554,86937631,86938528,TGA
C4orf36,chr4,-,87797357,87813548,87808912,87812673,87797357,87797596,TGA
KLHL8,chr4,-,88081254,88141760,88084670,88116691,88081254,88084794,TGA
HSD17B13,chr4,-,88224940,88244058,88226369,88243993,88224940,88226460,TGA
SPARCL1,chr4,-,88394486,88450656,88394926,88420726,88394486,88394955,TGA
PPM1K,chr4,-,89178771,89205888,89183746,89199735,89178771,89183878,TGA
PIGY,chr4,-,89442723,89442940,89442724,89442940,89442723,89442940,TGA
FAM13A,chr4,-,89647105,89978323,89649683,89978115,89647105,89649810,TGA
GPRIN3,chr4,-,90157536,90229161,90168930,90171261,90157536,90171384,TGA
RP11-9B6.1,chr4,-,93218401,93225329,93218650,93221993,93218401,93218780,TGA
STPG2,chr4,-,98480026,99064391,98480208,99064301,98480026,98480268,TGA
ADH4,chr4,-,100044817,100065448,100045592,100065373,100044817,100045617,TGA
ADH1A,chr4,-,100197523,100212185,100197780,100212071,100197523,100197805,TGA
ADH1B,chr4,-,100226133,100242556,100228996,100239341,100226133,100229021,TGA
ADH1C,chr4,-,100257648,100274184,100257908,100273832,100257648,100257933,TGA
ADH7,chr4,-,100333417,100356667,100334304,100356426,100333417,100334329,TGA
RP11-766F14.2,chr4,-,100557685,100575805,100570423,100575805,100557685,100562353,TGA
DNAJB14,chr4,-,100817404,100867883,100822184,100867728,100817404,100822309,TGA
EMCN,chr4,-,101316497,101439250,101331477,101439071,101316497,101319530,TGA
PPP3CA,chr4,-,101944586,102268637,101947021,102267953,101944586,101947218,TGA
MANBA,chr4,-,103553049,103682151,103553213,103682051,103553049,103553438,TGA
UBE2D3,chr4,-,103718408,103790032,103718571,103747665,103718408,103718617,TGA
BDH2,chr4,-,104000591,104021040,104000858,104017411,104000591,104000912,TGA
PPA2,chr4,-,106290233,106395238,106290881,106395207,106290233,106290910,TGA
TBCK,chr4,-,106967232,107237861,106967726,107230117,106967232,106967837,TGA
DKK2,chr4,-,107842958,107957454,107845110,107956748,107842958,107845361,TGA
LEF1,chr4,-,108968700,109090112,108969827,109088923,108968700,108969907,TGA
ETNPPL,chr4,-,109663195,109684209,109663639,109684054,109663195,109663768,TGA
COL25A1,chr4,-,109734854,110223799,109735082,110223175,109734854,109735085,TGA
PITX2,chr4,-,111538581,111563162,111539280,111554154,111538581,111539844,TGA
TIFA,chr4,-,113195697,113207059,113199017,113199572,113195697,113199590,TGA
RP11-455G16.1,chr4,-,120113927,120133667,120116568,120133667,120113927,120115546,TGA
FABP2,chr4,-,120238404,120243545,120240195,120243257,120238404,120240246,TGA
PDE5A,chr4,-,120415549,120550146,120419755,120549826,120415549,120419893,TGA
MAD2L1,chr4,-,120976762,120988229,120981272,120987889,120976762,120981445,TGA
TMEM155,chr4,-,122680087,122686340,122681448,122683038,122680087,122681629,TGA
BBS7,chr4,-,122745594,122791652,122747014,122791468,122745594,122747148,TGA
TRPC3,chr4,-,122800182,122872909,122800890,122872835,122800182,122801033,TGA
IL2,chr4,-,123372624,123377880,123372906,123377595,123372624,123373017,TGA
IL21,chr4,-,123533782,123542224,123533864,123542166,123533782,123533915,TGA
PGRMC2,chr4,-,129190396,129209984,129192470,129209017,129190396,129192568,TGA
SLC7A11,chr4,-,139085250,139163503,139093109,139163223,139085250,139093171,TGA
SETD7,chr4,-,140427189,140477928,140432816,140477291,140427189,140432997,TGA
RP11-542P2.1,chr4,-,141364589,141419376,141364589,141419376,141364589,141364598,TGA
TBC1D9,chr4,-,141541918,141677274,141543348,141677199,141541918,141544071,TGA
RNF150,chr4,-,141786724,142054616,141789414,142053962,141786724,141789533,TGA
FREM3,chr4,-,144498454,144621828,144498763,144621828,144498454,144499005,TGA
GYPE,chr4,-,144792019,144826712,144797907,144826660,144792019,144793405,TGA
GYPB,chr4,-,144917258,144940492,144917451,144940440,144917258,144917457,TGA
GYPA,chr4,-,145030456,145061904,145032546,145061788,145030456,145032563,TGA
OTUD4,chr4,-,146054800,146100832,146058581,146095860,146054800,146059802,TGA
PRMT10,chr4,-,148558935,148605381,148559682,148605138,148558935,148559898,TGA
NR3C2,chr4,-,148999919,149363672,149002494,149358012,148999919,149002650,TGA
LRBA,chr4,-,151185810,151936649,151186873,151935794,151185810,151186964,TGA
PET112,chr4,-,152591655,152682175,152592325,152682134,152591655,152592454,TGA
FBXW7,chr4,-,153242409,153457253,153244032,153332955,153242409,153244301,TGA
DCHS2,chr4,-,155243805,155412868,155244389,155412507,155243805,155244481,TGA
MAP9,chr4,-,156263809,156298122,156268934,156297002,156263809,156269057,TGA
CTSO,chr4,-,156845269,156875069,156847187,156874999,156845269,156847222,TGA
FAM198B,chr4,-,159045625,159094202,159048558,159092527,159045625,159048766,TGA
C4orf46,chr4,-,159587830,159593198,159590764,159592953,159587830,159590920,TGA
NPY1R,chr4,-,164245112,164254014,164246454,164247706,164245112,164246910,TGA
MARCH1,chr4,-,164445869,165305202,164449899,164775283,164445869,164450198,TGA
TRIM61,chr4,-,165875597,165898820,165876143,165891154,165875597,165875920,TGA
TMEM192,chr4,-,165995573,166034071,166000809,166033925,165995573,166000948,TGA
SPOCK3,chr4,-,167654534,168155738,167656071,168155324,167654534,167656241,TGA
SH3RF1,chr4,-,170015406,170192256,170017669,170190363,170015406,170017838,TGA
C4orf27,chr4,-,170650615,170679104,170650728,170679028,170650615,170650860,TGA
AADAT,chr4,-,170981379,171011372,170982078,171010841,170981379,170982120,TGA
SCRG1,chr4,-,174305851,174320687,174309491,174312565,174305851,174309546,TGA
HAND2,chr4,-,174447241,174451380,174448427,174450440,174447241,174448526,TGA
HPGD,chr4,-,175411327,175444049,175413106,175443602,175411327,175413245,TGA
SPATA4,chr4,-,177105788,177116822,177105930,177116713,177105788,177106043,TGA
RP11-487E13.1,chr4,-,178163692,178169927,178163808,178169432,178163692,178163857,TGA
