name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,LastExonStart,LastExonEnd,Group
Nfatc1,chr18,-,80606204,80713071,80608022,80712766,10,80606204,80608025,2
Atp9b,chr18,-,80734142,80934058,80736012,80933939,29,80734142,80736149,2
Sall3,chr18,-,80966375,80986578,80969472,80986536,4,80966375,80969904,2
Galr1,chr18,-,82392495,82406777,82393692,82406150,3,82392495,82394010,2
Mbp,chr18,+,82475161,82585637,82500751,82584156,7,82584111,82585637,2
Zfp236,chr18,-,82593592,82692883,82597632,82692697,30,82593592,82597754,2
Zfp516,chr18,+,82910878,83005314,82955678,83001332,6,83001272,83005314,2
Tshz1,chr18,-,84011626,84086404,84013026,84085403,2,84011626,84016241,2
Zadh2,chr18,+,84088157,84097514,84088164,84095334,2,84094409,84097514,2
Zfp407,chr18,-,84207703,84589504,84208741,84562986,9,84207703,84210081,2
Cndp1,chr18,-,84610508,84650084,84611587,84640278,12,84610508,84611684,2
Cndp2,chr18,-,84667469,84685633,84668030,84681897,12,84667469,84668100,2
Fam69c,chr18,+,84720241,84740436,84730278,84739587,5,84739368,84740436,2
Cyb5a,chr18,+,84851337,84880401,84851478,84879584,5,84879502,84880401,2
Fbxo15,chr18,+,84935157,84981376,84935157,84981376,10,84981121,84981376,2
Timm21,chr18,-,84947293,84951524,84947646,84951297,6,84947293,84947745,2
Neto1,chr18,+,86394951,86501897,86395882,86500073,11,86500912,86501897,3
Cbln2,chr18,+,86711109,86718283,86713068,86716778,5,86716580,86718283,2
Gm5096,chr18,+,87756285,87758143,87756354,87757578,1,87756285,87758143,1
Socs6,chr18,-,88868173,88894216,88869187,88870789,3,88868173,88870918,2
Rttn,chr18,+,88971789,89131013,88972047,89130684,49,89130598,89131013,2
Cd226,chr18,+,89197430,89270201,89206595,89269081,7,89268967,89270201,2
Dok6,chr18,-,89301081,89769528,89301134,89769136,8,89301081,89301274,2
Tmx3,chr18,+,90510153,90543267,90510322,90540196,16,90539938,90543267,2
Ighmbp2,chr19,-,3260924,3283017,3261431,3282786,15,3260924,3261635,2
Mrpl21,chr19,+,3282900,3292837,3283071,3292521,7,3292435,3292837,2
Cpt1a,chr19,+,3323300,3385732,3349201,3383841,19,3383754,3385732,2
Mtl5,chr19,+,3388856,3407823,3388949,3407110,9,3406917,3407823,2
Gal,chr19,-,3409918,3414472,3410094,3414112,6,3409918,3410165,2
Ppp6r3,chr19,-,3454932,3575749,3456999,3526928,23,3454932,3457051,2
Lrp5,chr19,-,3584827,3686556,3585029,3686442,23,3584827,3585291,2
1810055G02Rik,chr19,+,3708332,3717881,3715726,3717593,4,3716490,3717881,2
Suv420h1,chr19,+,3767420,3818303,3786464,3815589,11,3814114,3818303,2
Chka,chr19,+,3851796,3894369,3852075,3893407,11,3893347,3894369,2
Tcirg1,chr19,-,3896049,3907133,3896113,3904701,20,3896049,3896192,2
Ndufs8,chr19,-,3908869,3912717,3908942,3911746,7,3908869,3909074,2
Aldh3b1,chr19,-,3913492,3929761,3913893,3923900,10,3913492,3914084,2
Unc93b1,chr19,+,3935185,3949340,3935193,3948942,11,3948627,3949340,2
Aldh3b3,chr19,+,3958644,3972103,3958875,3969947,10,3969762,3972103,2
Aldh3b2,chr19,+,3972327,3981645,3972575,3981192,10,3981007,3981645,2
Acy3,chr19,+,3986660,3990007,3987069,3989868,6,3989652,3990007,2
Tbx10,chr19,+,3992751,3999511,3993107,3999248,8,3998958,3999511,2
Nudt8,chr19,+,4000579,4002103,4000653,4002023,4,4001795,4002103,2
Doc2g,chr19,+,4003335,4007005,4003570,4006849,11,4006718,4007005,2
Ndufv1,chr19,-,4007496,4012806,4007578,4012622,10,4007496,4007665,2
Gstp1,chr19,-,4035406,4037921,4035472,4037863,7,4035406,4035661,2
Gstp2,chr19,-,4040284,4042236,4040350,4042165,7,4040284,4040539,2
BC021614,chr19,-,4057476,4059446,4057529,4059424,7,4057476,4057718,2
Cabp2,chr19,+,4082487,4087336,4082705,4087136,6,4087110,4087336,2
Cdk2ap2,chr19,+,4097181,4099017,4097425,4098565,4,4098497,4099017,2
Pitpnm1,chr19,+,4100621,4113965,4101184,4113748,23,4113484,4113965,2
Aip,chr19,-,4114445,4125858,4114590,4121434,7,4114445,4114796,2
Cabp4,chr19,-,4135424,4139609,4135986,4139556,6,4135424,4136015,2
Gpr152,chr19,+,4139798,4145738,4142461,4143997,2,4142422,4145738,2
Coro1b,chr19,+,4148618,4154035,4149343,4153722,11,4153596,4154035,2
Ptprcap,chr19,+,4154605,4156751,4154700,4156513,2,4155922,4156751,2
Rps6kb2,chr19,-,4156712,4163354,4157009,4163245,15,4156712,4157199,2
Carns1,chr19,-,4164323,4175479,4165337,4175007,10,4164323,4166564,2
Tbc1d10c,chr19,-,4184357,4191047,4184725,4190809,10,4184357,4185073,2
Ppp1ca,chr19,+,4192157,4195419,4192216,4195092,7,4194981,4195419,2
Rad9a,chr19,-,4195197,4201603,4195986,4201516,11,4195197,4196082,2
Clcf1,chr19,+,4214237,4223490,4214484,4222568,3,4222073,4223490,2
Pold4,chr19,+,4231898,4233631,4232091,4233238,4,4233213,4233631,2
Ssh3,chr19,-,4261667,4269172,4262353,4269080,14,4261667,4262632,2
Ankrd13d,chr19,-,4270179,4283135,4270335,4282970,15,4270179,4270549,2
Adrbk1,chr19,-,4286001,4306222,4287099,4306014,21,4286001,4287264,2
Kdm2a,chr19,-,4316169,4397077,4319099,4394833,21,4316169,4319281,2
Rhod,chr19,-,4425458,4439432,4426088,4439351,5,4425458,4426256,2
Syt12,chr19,-,4445907,4477447,4447686,4467940,8,4445907,4447860,2
2010003K11Rik,chr19,-,4496789,4498583,4497515,4498519,2,4496789,4497614,2
Pcx,chr19,+,4510471,4621752,4515687,4621288,21,4621039,4621752,2
Lrfn4,chr19,-,4611784,4615667,4612076,4614504,3,4611784,4612638,2
Rce1,chr19,-,4622550,4625617,4623006,4625617,8,4622550,4623242,2
Gm960,chr19,-,4625840,4698668,4625840,4698668,15,4625840,4626190,2
Sptbn2,chr19,+,4711207,4752353,4718840,4751728,37,4751500,4752353,2
Rbm4b,chr19,+,4756570,4765940,4757257,4762638,4,4765343,4765940,3
Rbm4,chr19,-,4784292,4793901,4787368,4792809,4,4784292,4785567,3
Gm21992,chr19,-,4785151,4811508,4787368,4811508,3,4785151,4785567,3
Rbm14,chr19,-,4800568,4811634,4801597,4811508,3,4800568,4801805,2
Ccs,chr19,-,4825365,4839322,4825510,4839235,8,4825365,4825664,2
Ccdc87,chr19,+,4839365,4842528,4839481,4842049,1,4839365,4842528,1
Ctsf,chr19,+,4855128,4860912,4855267,4860465,14,4860390,4860912,2
Actn3,chr19,-,4861222,4877909,4861344,4877854,21,4861222,4861503,2
Zdhhc24,chr19,+,4878671,4885397,4878748,4883771,3,4883475,4885397,2
Bbs1,chr19,-,4886897,4906627,4890671,4906602,17,4886897,4890758,2
Dpp3,chr19,-,4907228,4928287,4907621,4927054,18,4907228,4907797,2
Peli3,chr19,-,4931855,4943127,4932297,4941911,7,4931855,4932867,2
Mrpl11,chr19,+,4962305,4966995,4962392,4964779,5,4964673,4966995,2
Npas4,chr19,-,4984354,4989971,4985067,4989816,8,4984354,4985096,2
Slc29a2,chr19,+,5024005,5031971,5024248,5031113,12,5031001,5031971,2
B4gat1,chr19,+,5038825,5041134,5038976,5040498,2,5040306,5041134,2
Brms1,chr19,+,5041403,5049917,5045899,5049414,10,5049406,5049917,2
Rin1,chr19,+,5050807,5057071,5050858,5055238,10,5054788,5057071,2
Cd248,chr19,+,5068077,5070637,5068125,5070423,1,5068077,5070637,1
Tmem151a,chr19,-,5079329,5085531,5081769,5085372,2,5079329,5083101,2
Yif1a,chr19,+,5088537,5092879,5088717,5092448,8,5092301,5092879,2
Cnih2,chr19,-,5092870,5098418,5093469,5098263,6,5092870,5093497,2
Rab1b,chr19,-,5099206,5106996,5100377,5106938,6,5099206,5100572,2
Klc2,chr19,-,5107745,5118560,5108604,5117421,16,5107745,5108688,2
Pacs1,chr19,-,5133687,5273119,5134909,5272888,24,5133687,5135025,2
Sf3b2,chr19,-,5273922,5295455,5274455,5295394,21,5273922,5274527,2
Gal3st3,chr19,+,5298330,5308738,5302546,5307894,3,5306723,5308738,2
Catsper1,chr19,+,5335740,5344153,5335740,5344153,12,5344126,5344153,2
Cst6,chr19,-,5344704,5349574,5347965,5349334,3,5344704,5348049,2
Banf1,chr19,-,5364640,5366645,5365011,5365940,3,5364640,5365158,2
Eif1ad,chr19,+,5366812,5371511,5368189,5370085,6,5369925,5371511,2
Sart1,chr19,-,5377522,5388703,5380116,5388627,20,5377522,5380135,2
Tsga10ip,chr19,-,5390048,5394401,5390061,5394401,4,5390048,5390197,2
Drap1,chr19,-,5422810,5424979,5422919,5424714,7,5422810,5423025,2
AI837181,chr19,+,5425156,5427313,5425168,5426707,2,5425950,5427313,2
Fosl1,chr19,+,5447702,5455945,5447950,5455308,4,5454891,5455945,2
Ccdc85b,chr19,-,5456788,5457397,5456788,5457397,1,5456788,5457397,1
Fibp,chr19,+,5460606,5465052,5460693,5464994,10,5464924,5465052,2
Ctsw,chr19,-,5465239,5468498,5465340,5468483,10,5465239,5465451,2
Efemp2,chr19,+,5474687,5481853,5475067,5481722,11,5481560,5481853,2
Mus81,chr19,-,5482831,5488402,5482962,5488122,16,5482831,5483029,2
Cfl1,chr19,+,5490484,5494029,5490599,5493680,6,5493500,5494029,2
Snx32,chr19,-,5495277,5510489,5495594,5510371,13,5495277,5495648,2
1700020D05Rik,chr19,-,5502766,5503787,5502866,5503751,1,5502766,5503787,1
Ovol1,chr19,-,5549136,5560575,5550957,5560300,4,5549136,5551253,2
Ap5b1,chr19,+,5568073,5571261,5568457,5571184,2,5568703,5571261,2
Rnaseh2c,chr19,+,5601872,5603439,5601908,5602850,4,5602823,5603439,2
Kat5,chr19,-,5603016,5610094,5603417,5610029,14,5603016,5603552,2
Rela,chr19,+,5637482,5648130,5637834,5647416,11,5646799,5648130,2
Sipa1,chr19,-,5651184,5663707,5651415,5660980,18,5651184,5651562,2
Pcnxl3,chr19,-,5664634,5688908,5665052,5688149,35,5664634,5665247,2
Map3k11,chr19,+,5689130,5702862,5690246,5702344,12,5702006,5702862,2
Kcnk7,chr19,+,5704366,5707101,5704475,5707016,3,5706702,5707101,2
Ehbp1l1,chr19,-,5707375,5726317,5708325,5726020,19,5707375,5708425,2
Fam89b,chr19,-,5728086,5729653,5728589,5729527,2,5728086,5728829,2
Sssca1,chr19,-,5730302,5731721,5730368,5731694,4,5730302,5730712,2
Ltbp3,chr19,+,5740903,5758532,5742240,5758092,28,5757940,5758532,2
Scyl1,chr19,-,5758426,5771401,5758571,5771330,17,5758426,5758696,2
Frmd8,chr19,-,5849701,5875274,5852620,5874794,11,5849701,5852742,2
Slc25a45,chr19,+,5877816,5885766,5878654,5884991,6,5884722,5885766,2
Tigd3,chr19,-,5891138,5894107,5891687,5893100,2,5891138,5893114,2
Dpf2,chr19,-,5896515,5912871,5898554,5912772,11,5896515,5898631,2
Cdc42ep2,chr19,-,5917555,5924816,5918030,5918675,2,5917555,5918993,2
Pola2,chr19,-,5940542,5964206,5940861,5963904,18,5940542,5941017,2
Slc22a20,chr19,-,5970233,5986143,5970456,5986140,10,5970233,5970553,2
Capn1,chr19,-,5988545,6015825,5989360,6014467,22,5988545,5989387,2
Syvn1,chr19,+,6046575,6053712,6047933,6052657,16,6052547,6053712,2
Mrpl49,chr19,-,6053629,6057751,6054835,6057736,4,6053629,6054982,2
Fau,chr19,+,6057887,6059524,6058250,6059474,5,6059348,6059524,2
Znhit2,chr19,+,6061191,6062472,6061226,6062426,1,6061191,6062472,1
Tm7sf2,chr19,-,6062820,6067842,6062912,6067720,10,6062820,6063073,2
Vps51,chr19,-,6067993,6077197,6068114,6077178,10,6067993,6068375,2
Gm28374,chr19,-,6076944,6082256,6077392,6082256,3,6076944,6077478,2
BC048609,chr19,+,6080032,6080788,6080142,6080704,3,6080627,6080788,2
Zfpl1,chr19,-,6080761,6084943,6081027,6084453,8,6080761,6081214,2
Cdca5,chr19,+,6084982,6091777,6085162,6090728,6,6090647,6091777,2
Naaladl1,chr19,+,6105781,6115792,6105797,6115555,18,6115368,6115792,2
Sac3d1,chr19,-,6116003,6118586,6116093,6118586,2,6116003,6116587,2
Snx15,chr19,-,6119398,6128304,6119862,6128147,8,6119398,6119954,2
Arl2,chr19,-,6134382,6141406,6134666,6141101,5,6134382,6134801,2
Batf2,chr19,+,6164438,6172476,6164514,6171995,3,6171305,6172476,2
1700123I01Rik,chr19,+,6184466,6224225,6195679,6223566,11,6223520,6224225,2
Gpha2,chr19,+,6226379,6227768,6226787,6227602,4,6227500,6227768,2
Ppp2r5b,chr19,-,6227764,6235872,6228383,6234831,14,6227764,6228531,2
Atg2a,chr19,+,6241667,6262335,6241795,6261837,40,6261600,6262335,2
Ehd1,chr19,+,6276724,6300096,6276974,6298598,5,6298073,6300096,2
Cdc42bpg,chr19,+,6306455,6325652,6306715,6324573,37,6324516,6325652,2
Men1,chr19,+,6334978,6340880,6335068,6340172,10,6339686,6340880,2
Map4k2,chr19,+,6341159,6355615,6341249,6353527,32,6353439,6355615,2
Sf1,chr19,+,6363689,6378030,6364087,6375995,13,6375657,6378030,2
Pygm,chr19,+,6384398,6398459,6384478,6398194,20,6398044,6398459,2
Rasgrp2,chr19,+,6400582,6415215,6401790,6414850,17,6414993,6415215,3
Nrxn2,chr19,+,6418730,6533217,6428048,6532148,23,6531267,6533217,2
Slc22a12,chr19,-,6535844,6543019,6536128,6542752,10,6535844,6536192,2
Rps6ka4,chr19,-,6829084,6840601,6829938,6840547,18,6829084,6829738,3
Ccdc88b,chr19,-,6844622,6858211,6845063,6858139,27,6844622,6845119,2
Prdx5,chr19,-,6906705,6910106,6906845,6909617,6,6906705,6906951,2
Trmt112,chr19,+,6909697,6911049,6910184,6910859,5,6910751,6911049,2
Esrra,chr19,-,6910976,6921808,6911750,6920387,7,6910976,6912010,2
Tex40,chr19,-,6922425,6925380,6922550,6925309,5,6922425,6922660,2
Kcnk4,chr19,-,6925709,6934515,6925982,6932891,7,6925709,6926375,2
Gpr137,chr19,-,6938069,6942450,6938369,6942157,7,6938069,6938529,2
Bad,chr19,+,6941860,6951898,6942322,6951524,4,6951398,6951898,2
Plcb3,chr19,-,6953713,6969759,6954095,6969645,31,6953713,6954299,2
Ppp1r14b,chr19,+,6975047,6977324,6975248,6977050,4,6976981,6977324,2
Fkbp2,chr19,-,6977740,6980461,6977872,6979137,6,6977740,6977934,2
Vegfb,chr19,-,6982472,6987651,6985382,6987411,7,6982472,6982867,3
Dnajc4,chr19,-,6987910,6992272,6987996,6992253,6,6987910,6988108,2
Nudt22,chr19,-,6993017,6996037,6993043,6995718,6,6993017,6993202,2
Trpt1,chr19,+,6996130,6999044,6996464,6998986,7,6998891,6999044,2
Fermt3,chr19,-,6998957,7019469,6999340,7018825,15,6998957,6999520,2
Stip1,chr19,-,7020695,7040026,7021098,7039888,14,7020695,7021171,2
Macrod1,chr19,+,7056767,7198061,7056890,7197706,11,7197912,7198061,3
Flrt1,chr19,-,7092013,7105729,7095155,7097180,2,7092013,7097229,2
Otub1,chr19,-,7198201,7206316,7199041,7206259,7,7198201,7199239,2
Cox8a,chr19,-,7215157,7217616,7215388,7217512,2,7215157,7215484,2
Naa40,chr19,-,7225667,7241222,7227949,7240943,8,7225667,7228091,2
Rcor2,chr19,+,7269763,7275224,7269769,7274657,11,7274342,7275224,2
Mark2,chr19,-,7275395,7341819,7277089,7341221,18,7275395,7277450,2
AI846148,chr19,-,7356463,7383026,7358275,7382801,6,7356463,7358487,2
2700081O15Rik,chr19,+,7417624,7425904,7417778,7423106,5,7422642,7425904,2
Rtn3,chr19,-,7425900,7483289,7427829,7483083,9,7425900,7427875,2
Atl3,chr19,+,7494039,7538608,7494330,7534036,13,7533949,7538608,2
Pla2g16,chr19,+,7557458,7588545,7557980,7585666,5,7585564,7588545,2
Lgals12,chr19,-,7596660,7607178,7598024,7606730,9,7596660,7598171,2
Hrasls5,chr19,+,7612554,7639243,7612610,7639121,6,7639028,7639243,2
Slc22a19,chr19,-,7673060,7711310,7673285,7711193,10,7673060,7673343,2
Slc22a26,chr19,-,7781979,7802667,7782109,7802449,10,7781979,7782170,2
Slc22a27,chr19,-,7864387,7966027,7864776,7926770,11,7864387,7864837,2
Slc22a28,chr19,-,8062208,8131982,8062347,8131776,10,8062208,8062408,2
Slc22a29,chr19,-,8160164,8218899,8160553,8218673,10,8160164,8160614,2
Slc22a30,chr19,-,8335370,8405111,8335760,8404905,10,8335370,8335821,2
Slc22a8,chr19,+,8591253,8611834,8593906,8610277,12,8610192,8611834,2
Slc22a6,chr19,+,8617995,8628299,8618295,8626211,10,8626120,8628299,2
Chrm1,chr19,+,8664004,8683587,8677932,8679315,3,8677861,8683587,2
Slc3a2,chr19,-,8706881,8723369,8707722,8723095,10,8706881,8708094,2
Wdr74,chr19,+,8735838,8740623,8735841,8740578,11,8740401,8740623,2
1700092M07Rik,chr19,+,8740717,8741225,8740767,8741156,2,8740974,8741225,2
Stx5a,chr19,+,8741412,8756069,8742272,8755068,11,8754908,8756069,2
Nxf1,chr19,+,8757106,8772456,8757231,8765275,20,8770573,8772456,3
Taf6l,chr19,-,8774353,8786316,8774528,8785129,12,8774353,8775290,2
Polr2g,chr19,-,8793128,8798557,8793390,8798470,8,8793128,8793404,2
Zbtb3,chr19,+,8802529,8804854,8803024,8804581,2,8802973,8804854,2
Ttc9c,chr19,-,8809074,8819333,8811743,8818673,4,8809074,8811838,2
Hnrnpul2,chr19,+,8819400,8834142,8820281,8831535,14,8831454,8834142,2
Gng3,chr19,-,8836928,8839246,8838142,8838652,3,8836928,8838271,2
Bscl2,chr19,+,8837466,8848683,8839709,8848585,12,8848463,8848683,2
Lrrn4cl,chr19,+,8850784,8853909,8851659,8852379,2,8851654,8853909,2
Ubxn1,chr19,+,8871558,8875655,8871697,8875571,10,8875521,8875655,2
Uqcc3,chr19,-,8880015,8880933,8880466,8880825,2,8880015,8880616,2
Lbhd1,chr19,+,8883731,8892627,8883929,8890441,6,8890410,8892627,2
1810009A15Rik,chr19,+,8888852,8890881,8888925,8890520,4,8890410,8890881,2
Ints5,chr19,+,8892986,8897890,8893068,8897735,2,8894758,8897890,2
Ganab,chr19,+,8898089,8916663,8898121,8915734,25,8915624,8916663,2
B3gat3,chr19,+,8920373,8927234,8920566,8926834,5,8926735,8927234,2
Rom1,chr19,-,8927381,8929356,8927668,8929173,3,8927381,8927887,2
Eml3,chr19,+,8929693,8941563,8929930,8941333,22,8941129,8941563,2
Mta2,chr19,+,8941874,8952303,8942354,8951655,18,8951489,8952303,2
Tut1,chr19,+,8953849,8966207,8953939,8966160,9,8965033,8966207,2
Eef1g,chr19,+,8967040,8978479,8967213,8978102,10,8977943,8978479,2
Ahnak,chr19,+,8989283,9076919,9000099,9076583,6,9076575,9076919,2
Scgb1a1,chr19,-,9083635,9087958,9083763,9087901,3,9083635,9083811,2
Asrgl1,chr19,-,9109867,9135636,9112999,9135554,7,9109867,9113208,2
Pcna-ps2,chr19,+,9283237,9284494,9283378,9284164,1,9283237,9284494,1
Scgb2a2,chr19,+,9847561,9852808,9847615,9852046,3,9852004,9852808,2
Incenp,chr19,-,9872296,9899533,9872676,9895460,18,9872296,9872873,2
Fth1,chr19,+,9982702,9985092,9982869,9984942,4,9984780,9985092,2
Best1,chr19,-,9985173,10001633,9985385,9997178,12,9985173,9985422,2
Rab3il1,chr19,+,10018192,10035456,10018348,10034539,10,10034456,10035456,2
Fads3,chr19,+,10041547,10059671,10041731,10057936,12,10057884,10059671,2
Fads2,chr19,-,10064163,10101503,10064262,10101429,12,10064163,10064314,2
Fads1,chr19,+,10182887,10196870,10183051,10194922,12,10194870,10196870,2
Fen1,chr19,-,10199137,10203943,10199935,10201078,2,10199137,10201097,2
Tmem258,chr19,+,10204013,10207824,10204261,10207290,4,10207716,10207824,3
Myrf,chr19,-,10210384,10240604,10210384,10240604,26,10210384,10210465,2
Dagla,chr19,-,10245264,10304877,10247663,10271588,20,10245264,10248624,2
Syt7,chr19,+,10389089,10453181,10389482,10448444,9,10448339,10453181,2
Lrrc10b,chr19,-,10455370,10457447,10456436,10457315,1,10455370,10457447,1
Ppp1r32,chr19,-,10474256,10482897,10474498,10482341,14,10474256,10474324,3
Sdhaf2,chr19,-,10500512,10525209,10502998,10525094,4,10500512,10503129,2
Cpsf7,chr19,+,10525243,10547735,10526006,10540843,10,10545691,10547735,3
Tmem216,chr19,-,10550460,10556238,10551024,10554574,5,10550460,10551040,2
Tmem138,chr19,-,10570477,10577362,10571155,10575367,5,10570477,10571268,2
Cyb561a3,chr19,+,10577453,10588548,10582312,10588548,7,10588524,10588548,2
Tkfc,chr19,-,10592199,10604258,10592627,10604170,17,10592199,10592789,2
Ddb1,chr19,+,10605624,10629813,10605705,10629162,27,10629078,10629813,2
Vwce,chr19,+,10634232,10665210,10634473,10664701,20,10664090,10665210,2
Pga5,chr19,-,10668956,10678071,10669108,10677971,9,10668956,10669261,2
Vps37c,chr19,+,10688814,10714419,10706215,10713234,5,10712523,10714419,2
Cd5,chr19,-,10718142,10738974,10719537,10738846,11,10718142,10718595,3
Cd6,chr19,-,10789340,10830058,10790172,10829856,13,10789340,10790243,2
Slc15a3,chr19,+,10842543,10857915,10843020,10857784,8,10857629,10857915,2
Tmem132a,chr19,-,10857821,10869940,10858107,10869626,11,10857821,10859151,2
Tmem109,chr19,-,10870659,10882001,10871757,10874478,4,10870659,10872149,2
Prpf19,chr19,+,10895413,10909559,10895449,10905132,16,10905034,10909559,2
Zp1,chr19,-,10914288,10920632,10914322,10920575,12,10914288,10914453,2
Ptgdr2,chr19,+,10937159,10942511,10940120,10941269,3,10940060,10942511,2
Ccdc86,chr19,-,10941480,10949266,10943169,10949233,4,10941480,10943289,2
Ms4a10,chr19,-,10962292,10974670,10962957,10968765,9,10962292,10962402,3
Ms4a15,chr19,-,10978306,10993250,10979208,10993177,7,10978306,10979325,2
Ms4a18,chr19,-,10997024,11018031,10997290,11013728,7,10997024,10997455,2
Ms4a8a,chr19,-,11067470,11081102,11067672,11081096,7,11067470,11067777,2
1700017D01Rik,chr19,-,11096815,11130876,11096936,11116466,7,11096815,11097067,2
1700025F22Rik,chr19,-,11139663,11165320,11141530,11163453,7,11139663,11139806,3
Ms4a13,chr19,-,11169417,11196723,11169936,11192978,8,11169417,11169996,2
Ms4a12,chr19,-,11215009,11230540,11215009,11230540,6,11215009,11215117,2
Ms4a1,chr19,-,11249674,11266241,11251664,11258821,7,11249674,11251883,2
Ms4a5,chr19,-,11273865,11283873,11274196,11283793,5,11273865,11274298,2
Ms4a14,chr19,-,11301248,11314454,11301493,11314333,6,11301248,11304622,2
Ms4a7,chr19,-,11321038,11336144,11321516,11333353,7,11321038,11321582,2
Ms4a4a,chr19,+,11375522,11392790,11378752,11392790,7,11392670,11392790,2
Ms4a4c,chr19,+,11407660,11427246,11414816,11426336,7,11426195,11427246,2
Ms4a4b,chr19,+,11443572,11463549,11449918,11463099,7,11462958,11463549,2
Ms4a6c,chr19,+,11469365,11482192,11471104,11481212,7,11481205,11482192,2
Gm8369,chr19,+,11492037,11512577,11502207,11511851,5,11511581,11512577,2
Ms4a6b,chr19,+,11518558,11530403,11520338,11529583,7,11529487,11530403,2
Ms4a4d,chr19,+,11536800,11558467,11548503,11558017,7,11557876,11558467,2
Ms4a6d,chr19,-,11586603,11604849,11587085,11603292,7,11586603,11587181,2
Ms4a2,chr19,-,11615522,11623684,11617472,11623621,6,11615522,11617571,2
Ms4a3,chr19,-,11629498,11640834,11629657,11639276,7,11629498,11629756,2
Oosp2,chr19,-,11647279,11660559,11647417,11660527,4,11647279,11647562,2
Oosp1,chr19,-,11667459,11691150,11667689,11691017,5,11667459,11667822,2
Oosp3,chr19,+,11697054,11711858,11697098,11711683,6,11711614,11711858,2
Gif,chr19,+,11747553,11763447,11747646,11763257,9,11763195,11763447,2
Mrpl16,chr19,+,11770414,11774944,11770469,11774633,4,11774147,11774944,2
Stx3,chr19,-,11775118,11819403,11777092,11818721,11,11775118,11776588,3
Olfr1417,chr19,-,11828076,11829024,11828076,11829024,1,11828076,11829024,1
Olfr1418,chr19,-,11854929,11856001,11854994,11855951,1,11854929,11856001,1
Olfr1419,chr19,-,11870145,11871305,11870182,11871214,1,11870145,11871305,1
Olfr1420,chr19,+,11895998,11897050,11896022,11896952,1,11895998,11897050,1
Patl1,chr19,+,11912398,11945096,11912562,11943352,19,11943330,11945096,2
Osbp,chr19,+,11965843,11994105,11965940,11992042,14,11991899,11994105,2
Olfr1423,chr19,-,12035807,12036740,12035807,12036740,1,12035807,12036740,1
Olfr1424,chr19,-,12058808,12059750,12058808,12059750,1,12058808,12059750,1
Olfr1425,chr19,-,12073694,12074633,12073694,12074633,1,12073694,12074633,1
Olfr1426,chr19,-,12087611,12091847,12087854,12088790,3,12087611,12088946,2
Olfr1427,chr19,-,12098701,12099639,12098701,12099637,1,12098701,12099639,1
Olfr1428,chr19,-,12108599,12109544,12108599,12109544,1,12108599,12109544,1
Olfr76,chr19,-,12119652,12120700,12119720,12120674,1,12119652,12120700,1
Olfr1431,chr19,+,12209567,12210506,12209567,12210506,1,12209567,12210506,1
Olfr262,chr19,-,12240720,12241659,12240720,12241659,1,12240720,12241659,1
Olfr235,chr19,+,12268162,12269241,12268231,12269170,1,12268162,12269241,1
Olfr1434,chr19,+,12279853,12283988,12283049,12283988,2,12283030,12283988,2
Olfr1436,chr19,-,12298182,12299130,12298182,12299130,1,12298182,12299130,1
Olfr1437,chr19,-,12321886,12322825,12321886,12322825,1,12321886,12322825,1
Olfr1440,chr19,+,12394264,12395212,12394264,12395212,1,12394264,12395212,1
Olfr1441,chr19,+,12422264,12423352,12422310,12423267,1,12422264,12423352,1
Pfpl,chr19,+,12427904,12432110,12428386,12430495,2,12428336,12432110,2
Mpeg1,chr19,+,12460778,12465284,12461179,12463342,2,12461032,12465284,2
Dtx4,chr19,-,12466340,12501996,12469475,12501217,9,12466340,12469709,2
Fam111a,chr19,+,12573522,12589762,12584044,12588598,4,12586834,12589762,2
Gm4952,chr19,+,12600015,12628251,12613483,12627116,6,12626713,12628251,2
Glyat,chr19,+,12633307,12653249,12639785,12651631,6,12651228,12653249,2
Olfr1442,chr19,+,12674178,12675243,12674206,12675145,1,12674178,12675243,1
Olfr1443,chr19,+,12678165,12683843,12680109,12681048,3,12680080,12683843,2
Keg1,chr19,+,12695785,12719902,12709608,12719182,6,12718779,12719902,2
Cntf,chr19,-,12763659,12765632,12763897,12765394,2,12763659,12764380,2
Zfp91,chr19,-,12767019,12796126,12770038,12795333,11,12767019,12770549,2
Lpxn,chr19,+,12798605,12833807,12798666,12833354,9,12833084,12833807,2
Olfr1444,chr19,+,12861741,12862771,12861776,12862736,1,12861741,12862771,1
Olfr1445,chr19,+,12883854,12884855,12883882,12884827,1,12883854,12884855,1
Olfr1446,chr19,-,12889614,12890658,12889648,12890575,1,12889614,12890658,1
Olfr1447,chr19,-,12900758,12901861,12900848,12901778,1,12900758,12901861,1
Olfr1448,chr19,-,12919362,12920307,12919362,12920307,1,12919362,12920307,1
Olfr1449,chr19,+,12934736,12935684,12934739,12935684,1,12934736,12935684,1
Olfr1450,chr19,+,12953590,12954568,12953590,12954568,1,12953590,12954568,1
Olfr1451,chr19,+,12998987,12999920,12998987,12999920,1,12998987,12999920,1
Olfr1453,chr19,-,13027403,13028327,13027403,13028327,1,13027403,13028327,1
Olfr1454,chr19,+,13063412,13064336,13063412,13064336,1,13063412,13064336,1
Olfr1457,chr19,-,13094692,13095646,13094692,13095646,1,13094692,13095646,1
